id,price,direct,outbound_carrier,city,departure_date,inbound_carrier,arrival_date,country,no_of_days,continent,region,lat,lng
12,52461,FALSE,eurowings,Stockholm,2021-09-09,Wizz Air,2021-09-10,Sweden,1,Europe,Northern Europe,59.3294,18.0686
13,58416,TRUE,Wizz Air,Stockholm,2021-09-09,Wizz Air,2021-09-10,Sweden,1,Europe,Northern Europe,59.3294,18.0686
14,69211,FALSE,eurowings,Valencia,2021-09-09,eurowings,2021-09-10,Spain,1,Europe,Southern Europe,39.4667,-0.375
15,71425,FALSE,eurowings,Lisbon,2021-09-09,Wizz Air,2021-09-10,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
1,11146,TRUE,Ryanair,London,2021-09-10,Ryanair,2021-09-11,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,14787,TRUE,Ryanair,Milan,2021-09-10,Ryanair,2021-09-11,Italy,1,Europe,Southern Europe,45.4669,9.19
3,16804,TRUE,Ryanair,Brussels,2021-09-10,Ryanair,2021-09-11,Belgium,1,Europe,Western Europe,50.8467,4.3517
4,29298,FALSE,Ryanair,London,2021-09-10,Ryanair,2021-09-11,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
5,40232,FALSE,eurowings,Milan,2021-09-10,Ryanair,2021-09-11,Italy,1,Europe,Southern Europe,45.4669,9.19
6,43630,TRUE,Ryanair,Dublin,2021-09-10,Ryanair,2021-09-11,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
7,51005,TRUE,Ryanair,Tel Aviv,2021-09-10,Ryanair,2021-09-11,Israel,1,Asia,Western Asia,NA,NA
8,52615,TRUE,Wizz Air,Lisbon,2021-09-10,Ryanair,2021-09-11,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
9,70881,FALSE,eurowings,Palma,2021-09-10,Ryanair,2021-09-11,Spain,1,Europe,Southern Europe,39.5667,2.6497
10,71722,TRUE,Wizz Air,Malaga,2021-09-10,Ryanair,2021-09-11,Spain,1,Europe,Southern Europe,NA,NA
1,13796,TRUE,Ryanair,Milan,2021-09-11,Ryanair,2021-09-12,Italy,1,Europe,Southern Europe,45.4669,9.19
2,20109,TRUE,Ryanair,London,2021-09-11,Ryanair,2021-09-12,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,27531,TRUE,Ryanair,Brussels,2021-09-11,Ryanair,2021-09-12,Belgium,1,Europe,Western Europe,50.8467,4.3517
4,43769,FALSE,Ryanair,Milan,2021-09-11,eurowings,2021-09-12,Italy,1,Europe,Southern Europe,45.4669,9.19
5,55097,FALSE,Lufthansa,Manchester,2021-09-11,SWISS,2021-09-12,United Kingdom,1,Europe,Northern Europe,53.4794,-2.2453
6,74133,FALSE,Lufthansa,Athens,2021-09-11,Austrian Airlines,2021-09-12,Greece,1,Europe,Southern Europe,37.9794,23.7161
7,84613,FALSE,Ryanair,Lisbon,2021-09-11,eurowings,2021-09-12,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
8,93251,FALSE,Ryanair,Palma,2021-09-11,eurowings,2021-09-12,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,14068,TRUE,Ryanair,Milan,2021-09-12,Ryanair,2021-09-13,Italy,1,Europe,Southern Europe,45.4669,9.19
2,18972,TRUE,Ryanair,Athens,2021-09-12,Ryanair,2021-09-13,Greece,1,Europe,Southern Europe,37.9794,23.7161
3,19000,TRUE,Ryanair,London,2021-09-12,Ryanair,2021-09-13,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
4,20735,TRUE,Ryanair,Brussels,2021-09-12,Ryanair,2021-09-13,Belgium,1,Europe,Western Europe,50.8467,4.3517
5,24083,TRUE,Ryanair,Berlin,2021-09-12,Wizz Air,2021-09-13,Germany,1,Europe,Western Europe,52.5167,13.3833
6,32943,FALSE,Ryanair,Berlin,2021-09-12,eurowings,2021-09-13,Germany,1,Europe,Western Europe,52.5167,13.3833
7,33973,TRUE,Ryanair,Barcelona,2021-09-12,Ryanair,2021-09-13,Spain,1,Europe,Southern Europe,41.3825,2.1769
8,43190,TRUE,Wizz Air,Basel,2021-09-12,Wizz Air,2021-09-13,Switzerland,1,Europe,Western Europe,47.5606,7.5906
9,45576,TRUE,Ryanair,Valletta,2021-09-12,Ryanair,2021-09-13,Malta,1,Europe,Southern Europe,35.8978,14.5125
10,49009,FALSE,eurowings,Milan,2021-09-12,Ryanair,2021-09-13,Italy,1,Europe,Southern Europe,45.4669,9.19
11,52214,TRUE,Ryanair,Tel Aviv,2021-09-12,Ryanair,2021-09-13,Israel,1,Asia,Western Asia,NA,NA
12,63774,TRUE,Ryanair,Dublin,2021-09-12,Ryanair,2021-09-13,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
13,72362,TRUE,Wizz Air,Larnaca,2021-09-12,Wizz Air,2021-09-13,Cyprus,1,Asia,Western Asia,34.9233,33.6305
1,9651,TRUE,Ryanair,Brussels,2021-09-13,Ryanair,2021-09-14,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,14522,TRUE,Ryanair,Rome,2021-09-13,Ryanair,2021-09-14,Italy,1,Europe,Southern Europe,41.8931,12.4828
3,16847,TRUE,Ryanair,London,2021-09-13,Ryanair,2021-09-14,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
4,17276,TRUE,Ryanair,Prague,2021-09-13,Ryanair,2021-09-14,Czechia,1,Europe,Eastern Europe,50.0833,14.4167
5,31748,FALSE,eurowings,London,2021-09-13,Ryanair,2021-09-14,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
6,36831,FALSE,Ryanair,Berlin,2021-09-13,eurowings,2021-09-14,Germany,1,Europe,Western Europe,52.5167,13.3833
7,37546,TRUE,eurowings,Dusseldorf,2021-09-13,eurowings,2021-09-14,Germany,1,Europe,Western Europe,NA,NA
8,42242,FALSE,eurowings,Thessaloniki,2021-09-13,Ryanair,2021-09-14,Greece,1,Europe,Southern Europe,NA,NA
9,48688,FALSE,eurowings,Palma,2021-09-13,Ryanair,2021-09-14,Spain,1,Europe,Southern Europe,39.5667,2.6497
10,51506,TRUE,Ryanair,Tel Aviv,2021-09-13,Ryanair,2021-09-14,Israel,1,Asia,Western Asia,NA,NA
11,52071,FALSE,eurowings,Rome,2021-09-13,Ryanair,2021-09-14,Italy,1,Europe,Southern Europe,41.8931,12.4828
1,8399,TRUE,Ryanair,Brussels,2021-09-14,Ryanair,2021-09-15,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,13195,TRUE,Ryanair,London,2021-09-14,Ryanair,2021-09-15,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,24448,FALSE,Ryanair,Palma,2021-09-14,Ryanair,2021-09-15,Spain,1,Europe,Southern Europe,39.5667,2.6497
4,28679,FALSE,eurowings,Berlin,2021-09-14,Wizz Air,2021-09-15,Germany,1,Europe,Western Europe,52.5167,13.3833
5,31676,FALSE,eurowings,London,2021-09-14,Ryanair,2021-09-15,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
6,53824,TRUE,Ryanair,Tel Aviv,2021-09-14,Ryanair,2021-09-15,Israel,1,Asia,Western Asia,NA,NA
7,55852,FALSE,eurowings,Bari,2021-09-14,Ryanair,2021-09-15,Italy,1,Europe,Southern Europe,41.1253,16.8667
8,59904,FALSE,eurowings,Athens,2021-09-14,Ryanair,2021-09-15,Greece,1,Europe,Southern Europe,37.9794,23.7161
9,77141,FALSE,Norwegian,Stockholm,2021-09-14,Wizz Air,2021-09-15,Sweden,1,Europe,Northern Europe,59.3294,18.0686
1,7862,TRUE,Ryanair,Brussels,2021-09-15,Ryanair,2021-09-16,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,13156,TRUE,Ryanair,London,2021-09-15,Ryanair,2021-09-16,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,19193,TRUE,Ryanair,Madrid,2021-09-15,Ryanair,2021-09-16,Spain,1,Europe,Southern Europe,40.4189,-3.6919
4,31676,FALSE,eurowings,London,2021-09-15,Ryanair,2021-09-16,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
5,35046,FALSE,Ryanair,Berlin,2021-09-15,eurowings,2021-09-16,Germany,1,Europe,Western Europe,52.5167,13.3833
6,43891,TRUE,Wizz Air,Lisbon,2021-09-15,Ryanair,2021-09-16,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
7,45744,TRUE,Wizz Air,Naples,2021-09-15,Ryanair,2021-09-16,Italy,1,Europe,Southern Europe,40.8333,14.25
8,50941,FALSE,eurowings,Lisbon,2021-09-15,Ryanair,2021-09-16,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
9,67687,FALSE,Ryanair,Venice,2021-09-15,eurowings,2021-09-16,Italy,1,Europe,Southern Europe,45.4397,12.3319
10,74505,FALSE,eurowings,Palma,2021-09-15,Wizz Air,2021-09-16,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,16518,TRUE,Ryanair,London,2021-09-16,Ryanair,2021-09-17,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,17877,TRUE,Ryanair,Brussels,2021-09-16,Ryanair,2021-09-17,Belgium,1,Europe,Western Europe,50.8467,4.3517
3,20370,TRUE,Ryanair,Copenhagen,2021-09-16,Ryanair,2021-09-17,Denmark,1,Europe,Northern Europe,55.6786,12.5635
4,23085,TRUE,Ryanair,Rome,2021-09-16,Ryanair,2021-09-17,Italy,1,Europe,Southern Europe,41.8931,12.4828
5,32016,TRUE,Ryanair,Barcelona,2021-09-16,Ryanair,2021-09-17,Spain,1,Europe,Southern Europe,41.3825,2.1769
6,37406,TRUE,Norwegian,Oslo,2021-09-16,Norwegian,2021-09-17,Norway,1,Europe,Northern Europe,59.9111,10.7528
7,38984,FALSE,Ryanair,London,2021-09-16,eurowings,2021-09-17,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
8,46735,FALSE,eurowings,Rome,2021-09-16,Ryanair,2021-09-17,Italy,1,Europe,Southern Europe,41.8931,12.4828
9,47743,TRUE,Ryanair,Lisbon,2021-09-16,Wizz Air,2021-09-17,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
10,50258,FALSE,eurowings,Dublin,2021-09-16,Ryanair,2021-09-17,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
11,61031,FALSE,Norwegian,Copenhagen,2021-09-16,Ryanair,2021-09-17,Denmark,1,Europe,Northern Europe,55.6786,12.5635
12,62469,FALSE,Norwegian,Oslo,2021-09-16,Norwegian,2021-09-17,Norway,1,Europe,Northern Europe,59.9111,10.7528
13,68227,FALSE,eurowings,Lisbon,2021-09-16,Wizz Air,2021-09-17,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
14,70534,FALSE,eurowings,Zurich,2021-09-16,eurowings,2021-09-17,Switzerland,1,Europe,Western Europe,NA,NA
15,70806,FALSE,Ryanair,Palma,2021-09-16,eurowings,2021-09-17,Spain,1,Europe,Southern Europe,39.5667,2.6497
16,78421,FALSE,Ryanair,Crete,2021-09-16,eurowings,2021-09-17,Greece,1,Europe,Southern Europe,NA,NA
1,14658,TRUE,Ryanair,Brussels,2021-09-17,Ryanair,2021-09-18,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,15942,TRUE,Ryanair,London,2021-09-17,Ryanair,2021-09-18,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,16443,TRUE,Wizz Air,Berlin,2021-09-17,Ryanair,2021-09-18,Germany,1,Europe,Western Europe,52.5167,13.3833
4,30317,TRUE,Ryanair,Rome,2021-09-17,Ryanair,2021-09-18,Italy,1,Europe,Southern Europe,41.8931,12.4828
5,35039,FALSE,eurowings,Berlin,2021-09-17,Ryanair,2021-09-18,Germany,1,Europe,Western Europe,52.5167,13.3833
6,43630,TRUE,Ryanair,Dublin,2021-09-17,Ryanair,2021-09-18,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
7,45240,FALSE,eurowings,London,2021-09-17,Ryanair,2021-09-18,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
8,59364,TRUE,Ryanair,Tel Aviv,2021-09-17,Ryanair,2021-09-18,Israel,1,Asia,Western Asia,NA,NA
9,71139,FALSE,Ryanair,Ponta Delgada,2021-09-17,Ryanair,2021-09-18,Portugal,1,Europe,Southern Europe,37.74,-25.67
1,14068,TRUE,Ryanair,Milan,2021-09-18,Ryanair,2021-09-19,Italy,1,Europe,Southern Europe,45.4669,9.19
2,22527,TRUE,Ryanair,Brussels,2021-09-18,Ryanair,2021-09-19,Belgium,1,Europe,Western Europe,50.8467,4.3517
3,29305,TRUE,Ryanair,London,2021-09-18,Ryanair,2021-09-19,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
4,43755,FALSE,Ryanair,Milan,2021-09-18,eurowings,2021-09-19,Italy,1,Europe,Southern Europe,45.4669,9.19
5,43984,TRUE,Ryanair,Dublin,2021-09-18,Ryanair,2021-09-19,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
6,63338,FALSE,Ryanair,Edinburgh,2021-09-18,eurowings,2021-09-19,United Kingdom,1,Europe,Northern Europe,55.953,-3.189
7,64375,TRUE,Ryanair,Tel Aviv,2021-09-18,Ryanair,2021-09-19,Israel,1,Asia,Western Asia,NA,NA
8,88751,FALSE,Ryanair,Thessaloniki,2021-09-18,eurowings,2021-09-19,Greece,1,Europe,Southern Europe,NA,NA
9,99070,FALSE,Ryanair,Palma,2021-09-18,eurowings,2021-09-19,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,19176,TRUE,Ryanair,London,2021-09-19,Ryanair,2021-09-20,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,26104,TRUE,Ryanair,Brussels,2021-09-19,Ryanair,2021-09-20,Belgium,1,Europe,Western Europe,50.8467,4.3517
3,31515,TRUE,Ryanair,Copenhagen,2021-09-19,Ryanair,2021-09-20,Denmark,1,Europe,Northern Europe,55.6786,12.5635
4,33325,TRUE,Ryanair,Barcelona,2021-09-19,Ryanair,2021-09-20,Spain,1,Europe,Southern Europe,41.3825,2.1769
5,36602,FALSE,Ryanair,Berlin,2021-09-19,eurowings,2021-09-20,Germany,1,Europe,Western Europe,52.5167,13.3833
6,43469,TRUE,eurowings,Cologne,2021-09-19,eurowings,2021-09-20,Germany,1,Europe,Western Europe,50.9422,6.9578
7,46488,TRUE,Aer Lingus,Dublin,2021-09-19,Ryanair,2021-09-20,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
8,51642,FALSE,Aer Lingus,Dublin,2021-09-19,LOT,2021-09-20,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
9,55787,TRUE,Ryanair,Tel Aviv,2021-09-19,Ryanair,2021-09-20,Israel,1,Asia,Western Asia,NA,NA
10,59511,FALSE,Ryanair,Valencia,2021-09-19,eurowings,2021-09-20,Spain,1,Europe,Southern Europe,39.4667,-0.375
11,65981,TRUE,Wizz Air,Stockholm,2021-09-19,Wizz Air,2021-09-20,Sweden,1,Europe,Northern Europe,59.3294,18.0686
12,66371,FALSE,Ryanair,Copenhagen,2021-09-19,Norwegian,2021-09-20,Denmark,1,Europe,Northern Europe,55.6786,12.5635
13,77134,FALSE,Norwegian,Stockholm,2021-09-19,Wizz Air,2021-09-20,Sweden,1,Europe,Northern Europe,59.3294,18.0686
1,12870,TRUE,Ryanair,Brussels,2021-09-20,Ryanair,2021-09-21,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,17037,TRUE,Ryanair,London,2021-09-20,Ryanair,2021-09-21,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,28608,TRUE,eurowings,Stuttgart,2021-09-20,eurowings,2021-09-21,Germany,1,Europe,Western Europe,48.7761,9.1775
4,35765,FALSE,eurowings,London,2021-09-20,Ryanair,2021-09-21,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
5,51857,FALSE,eurowings,Stuttgart,2021-09-20,eurowings,2021-09-21,Germany,1,Europe,Western Europe,48.7761,9.1775
6,52050,FALSE,eurowings,Palma,2021-09-20,Ryanair,2021-09-21,Spain,1,Europe,Southern Europe,39.5667,2.6497
7,57504,TRUE,Wizz Air,Lisbon,2021-09-20,Ryanair,2021-09-21,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
8,60509,TRUE,Ryanair,Tel Aviv,2021-09-20,Ryanair,2021-09-21,Israel,1,Asia,Western Asia,NA,NA
9,64733,FALSE,Ryanair,Athens,2021-09-20,eurowings,2021-09-21,Greece,1,Europe,Southern Europe,37.9794,23.7161
10,69622,FALSE,eurowings,Lisbon,2021-09-20,Ryanair,2021-09-21,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
11,98115,FALSE,Norwegian,Stockholm,2021-09-20,Norwegian,2021-09-21,Sweden,1,Europe,Northern Europe,59.3294,18.0686
1,8399,TRUE,Ryanair,Brussels,2021-09-21,Ryanair,2021-09-22,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,13156,TRUE,Ryanair,London,2021-09-21,Ryanair,2021-09-22,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,15956,TRUE,Ryanair,Rome,2021-09-21,Ryanair,2021-09-22,Italy,1,Europe,Southern Europe,41.8931,12.4828
4,26275,TRUE,eurowings,Stuttgart,2021-09-21,eurowings,2021-09-22,Germany,1,Europe,Western Europe,48.7761,9.1775
5,29688,FALSE,eurowings,Berlin,2021-09-21,Ryanair,2021-09-22,Germany,1,Europe,Western Europe,52.5167,13.3833
6,35693,FALSE,eurowings,London,2021-09-21,Ryanair,2021-09-22,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
7,46981,TRUE,Ryanair,Tel Aviv,2021-09-21,Ryanair,2021-09-22,Israel,1,Asia,Western Asia,NA,NA
8,48688,FALSE,Ryanair,Palma,2021-09-21,eurowings,2021-09-22,Spain,1,Europe,Southern Europe,39.5667,2.6497
9,49782,FALSE,eurowings,Athens,2021-09-21,Ryanair,2021-09-22,Greece,1,Europe,Southern Europe,37.9794,23.7161
10,54031,FALSE,Ryanair,Lisbon,2021-09-21,eurowings,2021-09-22,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
11,69737,FALSE,Wizz Air,Nice,2021-09-21,eurowings,2021-09-22,France,1,Europe,Western Europe,43.7034,7.2663
1,8399,TRUE,Ryanair,Brussels,2021-09-22,Ryanair,2021-09-23,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,10720,TRUE,Ryanair,Berlin,2021-09-22,Ryanair,2021-09-23,Germany,1,Europe,Western Europe,52.5167,13.3833
3,13853,TRUE,Ryanair,London,2021-09-22,Ryanair,2021-09-23,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
4,22631,TRUE,Ryanair,Rome,2021-09-22,Ryanair,2021-09-23,Italy,1,Europe,Southern Europe,41.8931,12.4828
5,27238,TRUE,Ryanair,Copenhagen,2021-09-22,Ryanair,2021-09-23,Denmark,1,Europe,Northern Europe,55.6786,12.5635
6,31115,FALSE,eurowings,Berlin,2021-09-22,Ryanair,2021-09-23,Germany,1,Europe,Western Europe,52.5167,13.3833
7,35629,TRUE,Ryanair,Barcelona,2021-09-22,Ryanair,2021-09-23,Spain,1,Europe,Southern Europe,41.3825,2.1769
8,36391,FALSE,eurowings,London,2021-09-22,Ryanair,2021-09-23,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
9,46981,TRUE,Ryanair,Tel Aviv,2021-09-22,Ryanair,2021-09-23,Israel,1,Asia,Western Asia,NA,NA
10,57039,FALSE,eurowings,Lisbon,2021-09-22,Ryanair,2021-09-23,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
11,61571,FALSE,eurowings,Rome,2021-09-22,Ryanair,2021-09-23,Italy,1,Europe,Southern Europe,41.8931,12.4828
12,63266,FALSE,Ryanair,Copenhagen,2021-09-22,Norwegian,2021-09-23,Denmark,1,Europe,Northern Europe,55.6786,12.5635
13,77177,FALSE,eurowings,Palma,2021-09-22,eurowings,2021-09-23,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,12276,TRUE,Ryanair,Milan,2021-09-23,Ryanair,2021-09-24,Italy,1,Europe,Southern Europe,45.4669,9.19
2,14587,TRUE,Ryanair,London,2021-09-23,Ryanair,2021-09-24,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,15016,TRUE,Ryanair,Brussels,2021-09-23,Ryanair,2021-09-24,Belgium,1,Europe,Western Europe,50.8467,4.3517
4,24137,TRUE,Ryanair,Madrid,2021-09-23,Ryanair,2021-09-24,Spain,1,Europe,Southern Europe,40.4189,-3.6919
5,26275,TRUE,eurowings,Stuttgart,2021-09-23,eurowings,2021-09-24,Germany,1,Europe,Western Europe,48.7761,9.1775
6,37052,FALSE,eurowings,London,2021-09-23,Ryanair,2021-09-24,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
7,39696,FALSE,Ryanair,Berlin,2021-09-23,eurowings,2021-09-24,Germany,1,Europe,Western Europe,52.5167,13.3833
8,45418,TRUE,Ryanair,Tel Aviv,2021-09-23,Ryanair,2021-09-24,Israel,1,Asia,Western Asia,NA,NA
9,47382,TRUE,Ryanair,Lisbon,2021-09-23,Wizz Air,2021-09-24,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
10,61138,TRUE,Wizz Air,Larnaca,2021-09-23,Wizz Air,2021-09-24,Cyprus,1,Asia,Western Asia,34.9233,33.6305
11,64393,FALSE,eurowings,Rome,2021-09-23,Ryanair,2021-09-24,Italy,1,Europe,Southern Europe,41.8931,12.4828
12,66532,FALSE,Ryanair,Lisbon,2021-09-23,eurowings,2021-09-24,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
13,70903,FALSE,Ryanair,Palma,2021-09-23,eurowings,2021-09-24,Spain,1,Europe,Southern Europe,39.5667,2.6497
14,89688,FALSE,eurowings,Rhodes,2021-09-23,Ryanair,2021-09-24,Greece,1,Europe,Southern Europe,NA,NA
1,11439,TRUE,Ryanair,Brussels,2021-09-24,Ryanair,2021-09-25,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,15227,TRUE,Ryanair,London,2021-09-24,Ryanair,2021-09-25,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,24019,TRUE,Wizz Air,Berlin,2021-09-24,Ryanair,2021-09-25,Germany,1,Europe,Western Europe,52.5167,13.3833
4,27534,TRUE,Ryanair,Rome,2021-09-24,Ryanair,2021-09-25,Italy,1,Europe,Southern Europe,41.8931,12.4828
5,32907,FALSE,eurowings,Berlin,2021-09-24,Ryanair,2021-09-25,Germany,1,Europe,Western Europe,52.5167,13.3833
6,44939,FALSE,eurowings,London,2021-09-24,Ryanair,2021-09-25,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
7,51005,TRUE,Ryanair,Tel Aviv,2021-09-24,Ryanair,2021-09-25,Israel,1,Asia,Western Asia,NA,NA
8,60044,FALSE,eurowings,Palma,2021-09-24,Ryanair,2021-09-25,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,11439,TRUE,Ryanair,Brussels,2021-09-25,Ryanair,2021-09-26,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,15234,TRUE,Ryanair,London,2021-09-25,Ryanair,2021-09-26,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,54646,TRUE,Ryanair,Tel Aviv,2021-09-25,Ryanair,2021-09-26,Israel,1,Asia,Western Asia,NA,NA
4,56928,FALSE,easyJet,Lisbon,2021-09-25,easyJet,2021-09-26,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
5,95643,FALSE,Ryanair,Crete,2021-09-25,eurowings,2021-09-26,Greece,1,Europe,Southern Europe,NA,NA
6,98237,FALSE,Ryanair,Palma,2021-09-25,eurowings,2021-09-26,Spain,1,Europe,Southern Europe,39.5667,2.6497
1,16024,TRUE,Ryanair,London,2021-09-26,Ryanair,2021-09-27,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,22527,TRUE,Ryanair,Brussels,2021-09-26,Ryanair,2021-09-27,Belgium,1,Europe,Western Europe,50.8467,4.3517
3,26104,TRUE,Ryanair,Rome,2021-09-26,Ryanair,2021-09-27,Italy,1,Europe,Southern Europe,41.8931,12.4828
4,44009,TRUE,eurowings,Stuttgart,2021-09-26,eurowings,2021-09-27,Germany,1,Europe,Western Europe,48.7761,9.1775
5,50100,TRUE,Wizz Air,Barcelona,2021-09-26,Ryanair,2021-09-27,Spain,1,Europe,Southern Europe,41.3825,2.1769
6,50261,TRUE,Wizz Air,Eindhoven,2021-09-26,Wizz Air,2021-09-27,Netherlands,1,Europe,Western Europe,51.43,5.5
7,60083,FALSE,Ryanair,Valencia,2021-09-26,eurowings,2021-09-27,Spain,1,Europe,Southern Europe,39.4667,-0.375
8,64862,FALSE,eurowings,Stuttgart,2021-09-26,eurowings,2021-09-27,Germany,1,Europe,Western Europe,48.7761,9.1775
9,71393,FALSE,easyJet,Bristol,2021-09-26,easyJet,2021-09-27,United Kingdom,1,Europe,Northern Europe,51.45,-2.5833
1,9651,TRUE,Ryanair,Brussels,2021-09-27,Ryanair,2021-09-28,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,14354,TRUE,Ryanair,Rome,2021-09-27,Ryanair,2021-09-28,Italy,1,Europe,Southern Europe,41.8931,12.4828
3,19637,TRUE,Ryanair,London,2021-09-27,Ryanair,2021-09-28,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
4,26887,FALSE,Ryanair,Rome,2021-09-27,Ryanair,2021-09-28,Italy,1,Europe,Southern Europe,41.8931,12.4828
5,27914,TRUE,eurowings,Stuttgart,2021-09-27,eurowings,2021-09-28,Germany,1,Europe,Western Europe,48.7761,9.1775
6,35697,FALSE,eurowings,London,2021-09-27,Ryanair,2021-09-28,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
7,38490,FALSE,Ryanair,Corfu,2021-09-27,Ryanair,2021-09-28,Greece,1,Europe,Southern Europe,NA,NA
8,45797,FALSE,eurowings,Stuttgart,2021-09-27,eurowings,2021-09-28,Germany,1,Europe,Western Europe,48.7761,9.1775
9,48609,FALSE,eurowings,Palma,2021-09-27,Ryanair,2021-09-28,Spain,1,Europe,Southern Europe,39.5667,2.6497
10,58263,TRUE,Wizz Air,Lisbon,2021-09-27,Ryanair,2021-09-28,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
11,64897,FALSE,eurowings,Lisbon,2021-09-27,Ryanair,2021-09-28,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
1,8399,TRUE,Ryanair,Brussels,2021-09-28,Ryanair,2021-09-29,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,50762,FALSE,eurowings,Athens,2021-09-28,Ryanair,2021-09-29,Greece,1,Europe,Southern Europe,37.9794,23.7161
3,59987,FALSE,Ryanair,Naples,2021-09-28,eurowings,2021-09-29,Italy,1,Europe,Southern Europe,40.8333,14.25
1,7862,TRUE,Ryanair,Brussels,2021-09-29,Ryanair,2021-09-30,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,13227,TRUE,Ryanair,London,2021-09-29,Ryanair,2021-09-30,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,26275,TRUE,eurowings,Stuttgart,2021-09-29,eurowings,2021-09-30,Germany,1,Europe,Western Europe,48.7761,9.1775
4,31676,FALSE,eurowings,London,2021-09-29,Ryanair,2021-09-30,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
5,47310,TRUE,Wizz Air,Lisbon,2021-09-29,Ryanair,2021-09-30,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
6,49524,FALSE,eurowings,Stuttgart,2021-09-29,eurowings,2021-09-30,Germany,1,Europe,Western Europe,48.7761,9.1775
7,53112,FALSE,eurowings,Rome,2021-09-29,Ryanair,2021-09-30,Italy,1,Europe,Southern Europe,41.8931,12.4828
