id,price,direct,outbound_carrier,city,departure_date,inbound_carrier,arrival_date,country,no_of_days,continent,region,lat,lng
1,103573,FALSE,Lufthansa,Barcelona,2021-05-11,Lufthansa,2021-05-12,Spain,1,Europe,Southern Europe,41.3825,2.1769
2,127344,FALSE,Turkish Airlines,Zurich,2021-05-11,Turkish Airlines,2021-05-12,Switzerland,1,Europe,Western Europe,NA,NA
3,129887,FALSE,Lufthansa,Amsterdam,2021-05-11,Lufthansa,2021-05-12,Netherlands,1,Europe,Western Europe,52.35,4.9166
4,158019,FALSE,Turkish Airlines,Dusseldorf,2021-05-11,LOT,2021-05-12,Germany,1,Europe,Western Europe,NA,NA
5,166442,TRUE,KLM,Amsterdam,2021-05-11,KLM,2021-05-12,Netherlands,1,Europe,Western Europe,52.35,4.9166
1,71801,TRUE,Turkish Airlines,Istanbul,2021-05-12,Turkish Airlines,2021-05-13,Turkey,1,Asia,Western Asia,41.01,28.9603
2,72666,FALSE,Lufthansa,Zurich,2021-05-12,SWISS,2021-05-13,Switzerland,1,Europe,Western Europe,NA,NA
3,74422,FALSE,Ryanair,Rome,2021-05-12,Alitalia,2021-05-13,Italy,1,Europe,Southern Europe,41.8931,12.4828
4,77488,FALSE,Turkish Airlines,Istanbul,2021-05-12,Pegasus Airlines,2021-05-13,Turkey,1,Asia,Western Asia,41.01,28.9603
5,84509,FALSE,Lufthansa,London,2021-05-12,Lufthansa,2021-05-13,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
6,93590,FALSE,Lufthansa,Paris,2021-05-12,Lufthansa,2021-05-13,France,1,Europe,Western Europe,48.8566,2.3522
7,95651,FALSE,Lufthansa,Dusseldorf,2021-05-12,Lufthansa,2021-05-13,Germany,1,Europe,Western Europe,NA,NA
8,99671,TRUE,Lufthansa,Frankfurt,2021-05-12,Lufthansa,2021-05-13,Germany,1,Europe,Western Europe,50.1136,8.6797
9,136633,FALSE,Lufthansa,Prague,2021-05-12,Lufthansa,2021-05-13,Czechia,1,Europe,Eastern Europe,50.0833,14.4167
10,141905,FALSE,Lufthansa,Oslo,2021-05-12,Lufthansa,2021-05-13,Norway,1,Europe,Northern Europe,59.9111,10.7528
11,143969,FALSE,Lufthansa,Alicante,2021-05-12,Vueling Airlines,2021-05-13,Spain,1,Europe,Southern Europe,38.3453,-0.4831
1,60119,TRUE,Lufthansa,Munich,2021-05-13,Lufthansa,2021-05-14,Germany,1,Europe,Western Europe,48.1372,11.5755
2,73653,FALSE,Lufthansa,Munich,2021-05-13,Lufthansa,2021-05-14,Germany,1,Europe,Western Europe,48.1372,11.5755
3,77337,FALSE,Lufthansa,Istanbul,2021-05-13,Lufthansa,2021-05-14,Turkey,1,Asia,Western Asia,41.01,28.9603
4,79484,FALSE,SWISS,Zurich,2021-05-13,Lufthansa,2021-05-14,Switzerland,1,Europe,Western Europe,NA,NA
5,88787,TRUE,Turkish Airlines,Istanbul,2021-05-13,Pegasus Airlines,2021-05-14,Turkey,1,Asia,Western Asia,41.01,28.9603
6,89359,FALSE,Lufthansa,Rome,2021-05-13,Lufthansa,2021-05-14,Italy,1,Europe,Southern Europe,41.8931,12.4828
1,23271,TRUE,Wizz Air,London,2021-05-14,Ryanair,2021-05-15,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,34749,FALSE,Ryanair,Milan,2021-05-14,Wizz Air,2021-05-15,Italy,1,Europe,Southern Europe,45.4669,9.19
3,51864,FALSE,LOT,Zurich,2021-05-14,LOT,2021-05-15,Switzerland,1,Europe,Western Europe,NA,NA
4,55930,FALSE,Ryanair,Tenerife,2021-05-14,Wizz Air,2021-05-15,Spain,1,Europe,Southern Europe,NA,NA
5,62558,FALSE,Lufthansa,London,2021-05-14,Lufthansa,2021-05-15,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
6,62916,TRUE,Lufthansa,Frankfurt,2021-05-14,Lufthansa,2021-05-15,Germany,1,Europe,Western Europe,50.1136,8.6797
7,73324,FALSE,LOT,Frankfurt,2021-05-14,LOT,2021-05-15,Germany,1,Europe,Western Europe,50.1136,8.6797
8,87699,FALSE,KLM,Paris,2021-05-14,Air France,2021-05-15,France,1,Europe,Western Europe,48.8566,2.3522
9,99950,FALSE,LOT,Wroclaw,2021-05-14,LOT,2021-05-15,Poland,1,Europe,Eastern Europe,NA,NA
1,22137,FALSE,Ryanair,London,2021-05-15,Ryanair,2021-05-16,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,26830,TRUE,Ryanair,London,2021-05-15,Wizz Air,2021-05-16,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,56285,FALSE,Ryanair,Milan,2021-05-15,Wizz Air,2021-05-16,Italy,1,Europe,Southern Europe,45.4669,9.19
4,60663,TRUE,KLM,Amsterdam,2021-05-15,KLM,2021-05-16,Netherlands,1,Europe,Western Europe,52.35,4.9166
5,64865,TRUE,Lufthansa,Frankfurt,2021-05-15,Lufthansa,2021-05-16,Germany,1,Europe,Western Europe,50.1136,8.6797
6,66450,FALSE,Lufthansa,Gothenburg,2021-05-15,Lufthansa,2021-05-16,Sweden,1,Europe,Northern Europe,57.6717,11.981
7,70821,FALSE,KLM,Istanbul,2021-05-15,KLM,2021-05-16,Turkey,1,Asia,Western Asia,41.01,28.9603
8,72044,TRUE,Turkish Airlines,Istanbul,2021-05-15,Pegasus Airlines,2021-05-16,Turkey,1,Asia,Western Asia,41.01,28.9603
9,78800,FALSE,KLM,Zurich,2021-05-15,KLM,2021-05-16,Switzerland,1,Europe,Western Europe,NA,NA
10,79920,FALSE,KLM,Gdansk,2021-05-15,KLM,2021-05-16,Poland,1,Europe,Eastern Europe,NA,NA
11,80836,FALSE,KLM,Frankfurt,2021-05-15,KLM,2021-05-16,Germany,1,Europe,Western Europe,50.1136,8.6797
12,122526,FALSE,KLM,Amsterdam,2021-05-15,Air France,2021-05-16,Netherlands,1,Europe,Western Europe,52.35,4.9166
13,128811,FALSE,Lufthansa,Tenerife,2021-05-15,Lufthansa,2021-05-16,Spain,1,Europe,Southern Europe,NA,NA
14,132341,FALSE,Finnair,Moscow,2021-05-15,LOT,2021-05-16,Russia,1,Europe,Eastern Europe,55.7558,37.6178
15,201559,FALSE,Turkish Airlines,Mykonos,2021-05-15,Aegean Airlines,2021-05-16,Greece,1,Europe,Southern Europe,NA,NA
1,32270,TRUE,Wizz Air,London,2021-05-16,Ryanair,2021-05-17,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,58788,TRUE,Ryanair,Dublin,2021-05-16,Ryanair,2021-05-17,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
3,59797,FALSE,Ryanair,Paris,2021-05-16,LOT,2021-05-17,France,1,Europe,Western Europe,48.8566,2.3522
4,70627,FALSE,LOT,Zurich,2021-05-16,LOT,2021-05-17,Switzerland,1,Europe,Western Europe,NA,NA
5,72437,TRUE,Lufthansa,Frankfurt,2021-05-16,Lufthansa,2021-05-17,Germany,1,Europe,Western Europe,50.1136,8.6797
6,76633,FALSE,Ryanair,Lisbon,2021-05-16,Ryanair,2021-05-17,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
7,83819,FALSE,Lufthansa,Frankfurt,2021-05-16,Lufthansa,2021-05-17,Germany,1,Europe,Western Europe,50.1136,8.6797
8,91788,TRUE,Ryanair,Paris,2021-05-16,Air France,2021-05-17,France,1,Europe,Western Europe,48.8566,2.3522
9,140189,FALSE,Wizz Air,Eindhoven,2021-05-16,Wizz Air,2021-05-17,Netherlands,1,Europe,Western Europe,51.43,5.5
10,222265,FALSE,Turkish Airlines,Toronto,2021-05-16,Turkish Airlines,2021-05-17,Canada,1,Americas,Northern America,43.7417,-79.3733
11,450295,FALSE,KLM,Cancun,2021-05-16,KLM,2021-05-17,Mexico,1,Americas,Latin America and the Caribbean,NA,NA
1,34405,FALSE,Ryanair,Rome,2021-05-17,Vueling Airlines,2021-05-18,Italy,1,Europe,Southern Europe,41.8931,12.4828
2,45844,FALSE,Ryanair,Istanbul,2021-05-17,Pegasus Airlines,2021-05-18,Turkey,1,Asia,Western Asia,41.01,28.9603
3,65599,FALSE,Ryanair,Berlin,2021-05-17,Ryanair,2021-05-18,Germany,1,Europe,Western Europe,52.5167,13.3833
4,70785,FALSE,LOT,Zurich,2021-05-17,LOT,2021-05-18,Switzerland,1,Europe,Western Europe,NA,NA
5,71128,TRUE,Lufthansa,Frankfurt,2021-05-17,Lufthansa,2021-05-18,Germany,1,Europe,Western Europe,50.1136,8.6797
6,92292,FALSE,Lufthansa,Lisbon,2021-05-17,Lufthansa,2021-05-18,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
7,103369,FALSE,Turkish Airlines,Sarajevo,2021-05-17,Turkish Airlines,2021-05-18,Bosnia and Herzegovina,1,Europe,Southern Europe,NA,NA
8,107093,TRUE,Turkish Airlines,Istanbul,2021-05-17,Turkish Airlines,2021-05-18,Turkey,1,Asia,Western Asia,41.01,28.9603
9,119533,FALSE,Turkish Airlines,Tel Aviv,2021-05-17,Turkish Airlines,2021-05-18,Israel,1,Asia,Western Asia,NA,NA
10,142460,FALSE,Ryanair,Amsterdam,2021-05-17,Pegasus Airlines,2021-05-18,Netherlands,1,Europe,Western Europe,52.35,4.9166
11,144302,TRUE,KLM,Amsterdam,2021-05-17,KLM,2021-05-18,Netherlands,1,Europe,Western Europe,52.35,4.9166
12,322879,FALSE,KLM,Ibiza,2021-05-17,KLM,2021-05-18,Spain,1,Europe,Southern Europe,38.9089,1.4328
13,390137,FALSE,Turkish Airlines,Seoul,2021-05-17,Turkish Airlines,2021-05-18,South Korea,1,Asia,Eastern Asia,NA,NA
1,57608,FALSE,Lufthansa,Berlin,2021-05-18,Lufthansa,2021-05-19,Germany,1,Europe,Western Europe,52.5167,13.3833
2,58953,FALSE,Lufthansa,Rome,2021-05-18,Lufthansa,2021-05-19,Italy,1,Europe,Southern Europe,41.8931,12.4828
3,66300,FALSE,Lufthansa,Warsaw,2021-05-18,Lufthansa,2021-05-19,Poland,1,Europe,Eastern Europe,52.2167,21.0333
4,67512,FALSE,Lufthansa,Istanbul,2021-05-18,Lufthansa,2021-05-19,Turkey,1,Asia,Western Asia,41.01,28.9603
5,69801,FALSE,Lufthansa,Zurich,2021-05-18,Lufthansa,2021-05-19,Switzerland,1,Europe,Western Europe,NA,NA
6,73074,FALSE,Lufthansa,Barcelona,2021-05-18,Lufthansa,2021-05-19,Spain,1,Europe,Southern Europe,41.3825,2.1769
7,75796,TRUE,Lufthansa,Frankfurt,2021-05-18,Lufthansa,2021-05-19,Germany,1,Europe,Western Europe,50.1136,8.6797
8,82828,FALSE,KLM,Paris,2021-05-18,Ryanair,2021-05-19,France,1,Europe,Western Europe,48.8566,2.3522
9,86905,FALSE,Lufthansa,Lisbon,2021-05-18,Lufthansa,2021-05-19,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
10,88053,TRUE,Turkish Airlines,Istanbul,2021-05-18,Turkish Airlines,2021-05-19,Turkey,1,Asia,Western Asia,41.01,28.9603
11,115530,FALSE,KLM,Bucharest,2021-05-18,KLM,2021-05-19,Romania,1,Europe,Eastern Europe,44.4,26.0833
12,141641,FALSE,KLM,Eindhoven,2021-05-18,KLM,2021-05-19,Netherlands,1,Europe,Western Europe,51.43,5.5
13,264052,FALSE,KLM,Hong Kong,2021-05-18,Emirates,2021-05-19,China,1,Asia,Eastern Asia,NA,NA
1,30632,TRUE,Ryanair,London,2021-05-19,Wizz Air,2021-05-20,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,31294,FALSE,Ryanair,Bucharest,2021-05-19,Blue Air,2021-05-20,Romania,1,Europe,Eastern Europe,44.4,26.0833
3,39363,TRUE,Ryanair,Paris,2021-05-19,Air France,2021-05-20,France,1,Europe,Western Europe,48.8566,2.3522
4,46341,FALSE,Ryanair,Paris,2021-05-19,Ryanair,2021-05-20,France,1,Europe,Western Europe,48.8566,2.3522
5,62809,FALSE,Lufthansa,Warsaw,2021-05-19,Lufthansa,2021-05-20,Poland,1,Europe,Eastern Europe,52.2167,21.0333
6,70610,FALSE,Ryanair,Istanbul,2021-05-19,Turkish Airlines,2021-05-20,Turkey,1,Asia,Western Asia,41.01,28.9603
7,71650,TRUE,Turkish Airlines,Istanbul,2021-05-19,Turkish Airlines,2021-05-20,Turkey,1,Asia,Western Asia,41.01,28.9603
8,75996,TRUE,Lufthansa,Munich,2021-05-19,Lufthansa,2021-05-20,Germany,1,Europe,Western Europe,48.1372,11.5755
9,82814,FALSE,Lufthansa,Copenhagen,2021-05-19,Lufthansa,2021-05-20,Denmark,1,Europe,Northern Europe,55.6786,12.5635
10,85557,FALSE,Lufthansa,Dusseldorf,2021-05-19,Lufthansa,2021-05-20,Germany,1,Europe,Western Europe,NA,NA
11,87381,FALSE,KLM,Zurich,2021-05-19,KLM,2021-05-20,Switzerland,1,Europe,Western Europe,NA,NA
12,101541,TRUE,LOT,Warsaw,2021-05-19,LOT,2021-05-20,Poland,1,Europe,Eastern Europe,52.2167,21.0333
13,121886,FALSE,LOT,Amsterdam,2021-05-19,LOT,2021-05-20,Netherlands,1,Europe,Western Europe,52.35,4.9166
14,133500,TRUE,KLM,Amsterdam,2021-05-19,KLM,2021-05-20,Netherlands,1,Europe,Western Europe,52.35,4.9166
15,239855,FALSE,Turkish Airlines,Bangkok,2021-05-19,Qatar Airways,2021-05-20,Thailand,1,Asia,South-eastern Asia,13.75,100.5167
16,442680,FALSE,KLM,Honolulu,2021-05-19,Hawaiian Airlines,2021-05-20,United States,1,Americas,Northern America,21.3294,-157.846
1,18825,TRUE,Wizz Air,London,2021-05-20,Ryanair,2021-05-21,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,51814,FALSE,Lufthansa,Copenhagen,2021-05-20,Lufthansa,2021-05-21,Denmark,1,Europe,Northern Europe,55.6786,12.5635
3,56235,FALSE,Lufthansa,Amsterdam,2021-05-20,Lufthansa,2021-05-21,Netherlands,1,Europe,Western Europe,52.35,4.9166
4,58799,FALSE,Lufthansa,Berlin,2021-05-20,Lufthansa,2021-05-21,Germany,1,Europe,Western Europe,52.5167,13.3833
5,69075,FALSE,Lufthansa,Stockholm,2021-05-20,Lufthansa,2021-05-21,Sweden,1,Europe,Northern Europe,59.3294,18.0686
6,100443,FALSE,Wizz Air,Paris,2021-05-20,Ryanair,2021-05-21,France,1,Europe,Western Europe,48.8566,2.3522
7,105265,FALSE,KLM,Turin,2021-05-20,KLM,2021-05-21,Italy,1,Europe,Southern Europe,45.0667,7.7
8,124222,TRUE,KLM,Amsterdam,2021-05-20,KLM,2021-05-21,Netherlands,1,Europe,Western Europe,52.35,4.9166
9,127598,FALSE,Lufthansa,Malaga,2021-05-20,Lufthansa,2021-05-21,Spain,1,Europe,Southern Europe,NA,NA
1,11750,TRUE,Ryanair,London,2021-05-21,Ryanair,2021-05-22,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,41369,FALSE,Ryanair,Malaga,2021-05-21,Ryanair,2021-05-22,Spain,1,Europe,Southern Europe,NA,NA
3,46556,TRUE,Wizz Air,Malaga,2021-05-21,Ryanair,2021-05-22,Spain,1,Europe,Southern Europe,NA,NA
4,62415,FALSE,KLM,Munich,2021-05-21,KLM,2021-05-22,Germany,1,Europe,Western Europe,48.1372,11.5755
5,63059,FALSE,KLM,Basel,2021-05-21,KLM,2021-05-22,Switzerland,1,Europe,Western Europe,47.5606,7.5906
6,67044,FALSE,Lufthansa,Gdansk,2021-05-21,Lufthansa,2021-05-22,Poland,1,Europe,Eastern Europe,NA,NA
7,72738,FALSE,SWISS,Prague,2021-05-21,Lufthansa,2021-05-22,Czechia,1,Europe,Eastern Europe,50.0833,14.4167
8,137195,FALSE,KLM,Moscow,2021-05-21,Air France,2021-05-22,Russia,1,Europe,Eastern Europe,55.7558,37.6178
1,11750,TRUE,Ryanair,London,2021-05-22,Ryanair,2021-05-23,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,21661,FALSE,Ryanair,Milan,2021-05-22,Ryanair,2021-05-23,Italy,1,Europe,Southern Europe,45.4669,9.19
3,51864,FALSE,KLM,Paris,2021-05-22,KLM,2021-05-23,France,1,Europe,Western Europe,48.8566,2.3522
4,52282,FALSE,Lufthansa,Barcelona,2021-05-22,Lufthansa,2021-05-23,Spain,1,Europe,Southern Europe,41.3825,2.1769
5,58660,FALSE,KLM,Prague,2021-05-22,KLM,2021-05-23,Czechia,1,Europe,Eastern Europe,50.0833,14.4167
6,98083,TRUE,Air France,Paris,2021-05-22,Ryanair,2021-05-23,France,1,Europe,Western Europe,48.8566,2.3522
1,5970,TRUE,Ryanair,London,2021-05-23,Ryanair,2021-05-24,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,27416,FALSE,Ryanair,London,2021-05-23,Wizz Air,2021-05-24,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,42553,TRUE,Ryanair,Dublin,2021-05-23,Ryanair,2021-05-24,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
4,47432,FALSE,Ryanair,Cagliari,2021-05-23,Alitalia,2021-05-24,Italy,1,Europe,Southern Europe,39.2224,9.104
5,50272,FALSE,Ryanair,Barcelona,2021-05-23,Ryanair,2021-05-24,Spain,1,Europe,Southern Europe,41.3825,2.1769
6,78607,FALSE,Lufthansa,Zurich,2021-05-23,Lufthansa,2021-05-24,Switzerland,1,Europe,Western Europe,NA,NA
7,418848,FALSE,Lufthansa,Punta Cana,2021-05-23,United,2021-05-24,Dominican Republic,1,Americas,Latin America and the Caribbean,NA,NA
1,28293,TRUE,Ryanair,Tel Aviv,2021-05-24,Wizz Air,2021-05-25,Israel,1,Asia,Western Asia,NA,NA
2,33790,FALSE,Ryanair,Rome,2021-05-24,Ryanair,2021-05-25,Italy,1,Europe,Southern Europe,41.8931,12.4828
3,62533,FALSE,Ryanair,Istanbul,2021-05-24,Turkish Airlines,2021-05-25,Turkey,1,Asia,Western Asia,41.01,28.9603
4,99006,FALSE,Ryanair,Athens,2021-05-24,KLM,2021-05-25,Greece,1,Europe,Southern Europe,37.9794,23.7161
5,214389,TRUE,Turkish Airlines,Istanbul,2021-05-24,Turkish Airlines,2021-05-25,Turkey,1,Asia,Western Asia,41.01,28.9603
1,72902,FALSE,Lufthansa,Berlin,2021-05-25,Lufthansa,2021-05-26,Germany,1,Europe,Western Europe,52.5167,13.3833
2,79405,FALSE,KLM,Verona,2021-05-25,KLM,2021-05-26,Italy,1,Europe,Southern Europe,45.4386,10.9928
3,83912,FALSE,Lufthansa,Warsaw,2021-05-25,Lufthansa,2021-05-26,Poland,1,Europe,Eastern Europe,52.2167,21.0333
4,99263,TRUE,KLM,Amsterdam,2021-05-25,KLM,2021-05-26,Netherlands,1,Europe,Western Europe,52.35,4.9166
5,106946,FALSE,KLM,Amsterdam,2021-05-25,KLM,2021-05-26,Netherlands,1,Europe,Western Europe,52.35,4.9166
6,142395,FALSE,KLM,Moscow,2021-05-25,KLM,2021-05-26,Russia,1,Europe,Eastern Europe,55.7558,37.6178
1,37646,FALSE,Ryanair,Madrid,2021-05-26,Air Europa,2021-05-27,Spain,1,Europe,Southern Europe,40.4189,-3.6919
2,40879,TRUE,Wizz Air,London,2021-05-26,Wizz Air,2021-05-27,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,50301,FALSE,Lufthansa,Berlin,2021-05-26,Lufthansa,2021-05-27,Germany,1,Europe,Western Europe,52.5167,13.3833
4,67816,FALSE,Ryanair,Warsaw,2021-05-26,Wizz Air,2021-05-27,Poland,1,Europe,Eastern Europe,52.2167,21.0333
5,69168,FALSE,Ryanair,Basel,2021-05-26,easyJet,2021-05-27,Switzerland,1,Europe,Western Europe,47.5606,7.5906
6,76132,TRUE,LOT,Warsaw,2021-05-26,LOT,2021-05-27,Poland,1,Europe,Eastern Europe,52.2167,21.0333
7,79405,FALSE,KLM,Verona,2021-05-26,KLM,2021-05-27,Italy,1,Europe,Southern Europe,45.4386,10.9928
1,26905,TRUE,Wizz Air,London,2021-05-27,Ryanair,2021-05-28,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,49367,TRUE,Lufthansa,Munich,2021-05-27,Lufthansa,2021-05-28,Germany,1,Europe,Western Europe,48.1372,11.5755
3,73217,FALSE,Lufthansa,Munich,2021-05-27,Lufthansa,2021-05-28,Germany,1,Europe,Western Europe,48.1372,11.5755
4,83128,FALSE,Lufthansa,Warsaw,2021-05-27,Lufthansa,2021-05-28,Poland,1,Europe,Eastern Europe,52.2167,21.0333
5,86505,FALSE,Lufthansa,Naples,2021-05-27,Lufthansa,2021-05-28,Italy,1,Europe,Southern Europe,40.8333,14.25
6,105873,FALSE,Wizz Air,Dubai,2021-05-27,Pegasus Airlines,2021-05-28,United Arab Emirates,1,Asia,Western Asia,25.2697,55.3094
7,173635,TRUE,Wizz Air,Dubai,2021-05-27,Emirates,2021-05-28,United Arab Emirates,1,Asia,Western Asia,25.2697,55.3094
1,18421,TRUE,Ryanair,London,2021-05-28,Ryanair,2021-05-29,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,32199,FALSE,Ryanair,Brussels,2021-05-28,Air Europa,2021-05-29,Belgium,1,Europe,Western Europe,50.8467,4.3517
3,38794,FALSE,Ryanair,Lisbon,2021-05-28,Air Europa,2021-05-29,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
4,41291,FALSE,Lufthansa,Warsaw,2021-05-28,Lufthansa,2021-05-29,Poland,1,Europe,Eastern Europe,52.2167,21.0333
5,43297,FALSE,Wizz Air,Stockholm,2021-05-28,Ryanair,2021-05-29,Sweden,1,Europe,Northern Europe,59.3294,18.0686
6,43347,FALSE,Ryanair,Paris,2021-05-28,Ryanair,2021-05-29,France,1,Europe,Western Europe,48.8566,2.3522
7,47722,FALSE,Ryanair,Berlin,2021-05-28,Ryanair,2021-05-29,Germany,1,Europe,Western Europe,52.5167,13.3833
8,58370,FALSE,Lufthansa,Bilbao,2021-05-28,Lufthansa,2021-05-29,Spain,1,Europe,Southern Europe,43.2622,-2.9533
9,60165,FALSE,KLM,Basel,2021-05-28,KLM,2021-05-29,Switzerland,1,Europe,Western Europe,47.5606,7.5906
10,70806,TRUE,LOT,Warsaw,2021-05-28,LOT,2021-05-29,Poland,1,Europe,Eastern Europe,52.2167,21.0333
11,82266,TRUE,Air France,Paris,2021-05-28,Air France,2021-05-29,France,1,Europe,Western Europe,48.8566,2.3522
12,186243,FALSE,Pegasus Airlines,Dubai,2021-05-28,MEA,2021-05-29,United Arab Emirates,1,Asia,Western Asia,25.2697,55.3094
1,9121,TRUE,Ryanair,London,2021-05-29,Ryanair,2021-05-30,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
2,26165,FALSE,Ryanair,London,2021-05-29,Ryanair,2021-05-30,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,34524,TRUE,Air France,Paris,2021-05-29,Ryanair,2021-05-30,France,1,Europe,Western Europe,48.8566,2.3522
4,35668,FALSE,Ryanair,Brussels,2021-05-29,Ryanair,2021-05-30,Belgium,1,Europe,Western Europe,50.8467,4.3517
5,45998,TRUE,KLM,Amsterdam,2021-05-29,KLM,2021-05-30,Netherlands,1,Europe,Western Europe,52.35,4.9166
6,46345,FALSE,KLM,Paris,2021-05-29,Ryanair,2021-05-30,France,1,Europe,Western Europe,48.8566,2.3522
7,52286,FALSE,Lufthansa,Amsterdam,2021-05-29,Lufthansa,2021-05-30,Netherlands,1,Europe,Western Europe,52.35,4.9166
8,53184,FALSE,Ryanair,Berlin,2021-05-29,Ryanair,2021-05-30,Germany,1,Europe,Western Europe,52.5167,13.3833
9,53209,FALSE,Ryanair,Bari,2021-05-29,Ryanair,2021-05-30,Italy,1,Europe,Southern Europe,41.1253,16.8667
10,74451,FALSE,Ryanair,Istanbul,2021-05-29,Pegasus Airlines,2021-05-30,Turkey,1,Asia,Western Asia,41.01,28.9603
11,77270,TRUE,Turkish Airlines,Istanbul,2021-05-29,Turkish Airlines,2021-05-30,Turkey,1,Asia,Western Asia,41.01,28.9603
1,12505,TRUE,Ryanair,Brussels,2021-05-30,Wizz Air,2021-05-31,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,13531,TRUE,Ryanair,London,2021-05-30,Ryanair,2021-05-31,United Kingdom,1,Europe,Northern Europe,51.5072,-0.1275
3,19573,FALSE,Ryanair,Bari,2021-05-30,Ryanair,2021-05-31,Italy,1,Europe,Southern Europe,41.1253,16.8667
4,33454,TRUE,Ryanair,Dublin,2021-05-30,Ryanair,2021-05-31,Ireland,1,Europe,Northern Europe,53.3425,-6.2658
5,39778,TRUE,Wizz Air,Eindhoven,2021-05-30,Wizz Air,2021-05-31,Netherlands,1,Europe,Western Europe,51.43,5.5
6,44481,FALSE,Ryanair,Warsaw,2021-05-30,Wizz Air,2021-05-31,Poland,1,Europe,Eastern Europe,52.2167,21.0333
7,52203,TRUE,eurowings,Dusseldorf,2021-05-30,eurowings,2021-05-31,Germany,1,Europe,Western Europe,NA,NA
8,76132,TRUE,LOT,Warsaw,2021-05-30,LOT,2021-05-31,Poland,1,Europe,Eastern Europe,52.2167,21.0333
9,77953,FALSE,KLM,Paris,2021-05-30,KLM,2021-05-31,France,1,Europe,Western Europe,48.8566,2.3522
10,104471,TRUE,Air France,Paris,2021-05-30,Air France,2021-05-31,France,1,Europe,Western Europe,48.8566,2.3522
11,109350,FALSE,KLM,Tel Aviv,2021-05-30,KLM,2021-05-31,Israel,1,Asia,Western Asia,NA,NA
1,14637,TRUE,Wizz Air,Brussels,2021-05-31,Ryanair,2021-06-01,Belgium,1,Europe,Western Europe,50.8467,4.3517
2,16658,TRUE,Wizz Air,Edinburgh,2021-05-31,Ryanair,2021-06-01,United Kingdom,1,Europe,Northern Europe,55.953,-3.189
3,16937,TRUE,Wizz Air,Naples,2021-05-31,Ryanair,2021-06-01,Italy,1,Europe,Southern Europe,40.8333,14.25
4,17670,FALSE,Ryanair,Milan,2021-05-31,Ryanair,2021-06-01,Italy,1,Europe,Southern Europe,45.4669,9.19
5,23500,FALSE,Wizz Air,Brussels,2021-05-31,Ryanair,2021-06-01,Belgium,1,Europe,Western Europe,50.8467,4.3517
6,28418,TRUE,Ryanair,Tel Aviv,2021-05-31,Wizz Air,2021-06-01,Israel,1,Asia,Western Asia,NA,NA
7,29098,FALSE,Ryanair,Edinburgh,2021-05-31,Ryanair,2021-06-01,United Kingdom,1,Europe,Northern Europe,55.953,-3.189
8,30636,TRUE,Wizz Air,Lisbon,2021-05-31,Ryanair,2021-06-01,Portugal,1,Europe,Southern Europe,38.7452,-9.1604
9,38605,TRUE,Wizz Air,Oslo,2021-05-31,Norwegian,2021-06-01,Norway,1,Europe,Northern Europe,59.9111,10.7528
10,39163,FALSE,Ryanair,Warsaw,2021-05-31,Wizz Air,2021-06-01,Poland,1,Europe,Eastern Europe,52.2167,21.0333
11,54092,TRUE,LOT,Warsaw,2021-05-31,LOT,2021-06-01,Poland,1,Europe,Eastern Europe,52.2167,21.0333
12,71772,TRUE,eurowings,Stuttgart,2021-05-31,eurowings,2021-06-01,Germany,1,Europe,Western Europe,48.7761,9.1775
13,75349,FALSE,Wizz Air,Athens,2021-05-31,eurowings,2021-06-01,Greece,1,Europe,Southern Europe,37.9794,23.7161
14,81032,FALSE,Ryanair,Hamburg,2021-05-31,Ryanair,2021-06-01,Germany,1,Europe,Western Europe,53.55,10
15,122054,FALSE,Ryanair,Beirut,2021-05-31,Pegasus Airlines,2021-06-01,Lebanon,1,Asia,Western Asia,33.8869,35.5131
16,133089,FALSE,Ryanair,Cairo,2021-05-31,Air Cairo,2021-06-01,Egypt,1,Africa,Northern Africa,30.0561,31.2394
